fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
7.4,0.16,0.49,1.2,55.0,18.0,150.0,0.9917,3.23,0.47,11.2,6
7.4,0.16,0.49,1.2,55.0,18.0,150.0,0.9917,3.23,0.47,11.2,6
6.9,0.19,0.49,6.6,36.0,49.0,172.0,0.9932,3.2,0.27,11.5,6
7.8,0.43,0.49,13.0,33.0,37.0,158.0,0.9955,3.14,0.35,11.3,6
7.2,0.4,0.49,1.1,48.0,11.0,138.0,0.9929,3.01,0.42,9.3,5
7.8,0.43,0.49,13.0,33.0,37.0,158.0,0.9955,3.14,0.35,11.3,6
7.6,0.52,0.49,14.0,34.0,37.0,156.0,0.9958,3.14,0.38,11.8,7
8.3,0.21,0.49,19.8,54.0,50.0,231.0,1.0012,2.99,0.54,9.2,5
6.3,0.27,0.49,1.2,63.0,35.0,92.0,0.9911,3.38,0.42,12.2,6
7.9,0.11,0.49,4.5,48.0,27.0,133.0,0.9946,3.24,0.42,10.6,6
6.4,145.0,0.49,5.4,48.0,54.0,164.0,0.9946,3.56,0.44,10.8,6
7.4,0.16,0.49,1.2,55.0,18.0,150.0,0.9917,3.23,0.47,11.2,6
8.3,0.19,0.49,1.2,51.0,11.0,137.0,0.9918,3.06,0.46,11.0,6
8.0,0.44,0.49,9.1,31.0,46.0,151.0,0.9926,3.16,0.27,12.7,8
6.9,0.19,0.49,6.6,36.0,49.0,172.0,0.9932,3.2,0.27,11.5,6
7.1,0.25,0.49,3.0,0.03,30.0,96.0,0.9903,3.13,0.39,12.3,7
6.5,0.24,0.24,1.6,46.0,15.0,60.0,0.9928,3.19,0.39,9.8,5
7.2,0.4,0.49,1.1,48.0,11.0,138.0,0.9929,3.01,0.42,9.3,5
7.6,0.52,0.49,14.0,34.0,37.0,156.0,0.9958,3.14,0.38,11.8,7
7.8,0.43,0.49,13.0,33.0,37.0,158.0,0.9955,3.14,0.35,11.3,6
7.8,0.21,0.49,1.35,52.0,6.0,48.0,0.9911,3.15,0.28,11.4,5
7.0,0.2,0.49,5.9,38.0,39.0,128.0,0.9938,3.21,0.48,10.8,6
6.9,0.25,0.24,3.6,57.0,13.0,85.0,0.9942,2.99,0.48,9.5,4
7.2,0.08,0.49,1.3,0.05,18.0,148.0,0.9945,3.46,0.44,10.2,6
7.1,0.85,0.49,8.7,28.0,40.0,184.0,0.9962,3.22,0.36,10.7,5
7.9,0.22,0.24,4.6,44.0,39.0,159.0,0.9927,2.99,0.28,11.5,6
7.7,0.16,0.49,2.0,56.0,20.0,124.0,0.9948,3.32,0.49,10.7,6
7.2,0.08,0.49,1.3,0.05,18.0,148.0,0.9945,3.46,0.44,10.2,6
6.6,0.25,0.24,1.7,48.0,26.0,124.0,0.9942,3.37,0.6,10.1,6
6.7,0.16,0.49,2.4,46.0,57.0,187.0,0.9952,3.62,0.81,10.4,6
6.9,0.25,0.24,3.6,57.0,13.0,85.0,0.9942,2.99,0.48,9.5,4
7.5,0.32,0.24,4.6,53.0,8.0,134.0,0.9958,3.14,0.5,9.1,3
7.4,0.28,0.49,1.5,34.0,20.0,126.0,0.9918,2.98,0.39,10.6,6
6.2,0.15,0.49,0.9,33.0,17.0,51.0,0.9932,3.3,0.7,9.4,6
5.6,185.0,0.49,1.1,0.03,28.0,117.0,0.9918,3.55,0.45,10.3,6
7.5,0.2,0.49,1.3,31.0,8.0,97.0,0.9918,3.06,0.62,11.1,5
8.0,0.3,0.49,9.4,46.0,47.0,188.0,0.9964,3.14,0.48,10.0,5
8.0,0.34,0.49,9.0,33.0,39.0,180.0,0.9936,3.13,0.38,12.3,8
7.7,0.35,0.49,8.65,33.0,42.0,186.0,0.9931,3.14,0.38,12.4,8
7.6,0.29,0.49,9.6,0.03,45.0,197.0,0.9938,3.13,0.38,12.3,7
6.7,0.62,0.24,1.1,39.0,6.0,62.0,0.9934,3.41,0.32,10.4,5
6.8,0.27,0.49,1.2,44.0,35.0,126.0,0.99,3.13,0.48,12.1,7
7.7,0.27,0.49,1.8,41.0,23.0,86.0,0.9914,3.16,0.42,12.5,6
6.7,0.51,0.24,2.1,43.0,14.0,155.0,0.9904,3.22,0.6,13.0,6
8.3,0.2,0.49,1.7,0.04,34.0,169.0,0.9938,3.05,0.37,10.1,5
6.6,0.3,0.24,1.2,34.0,17.0,121.0,0.9933,3.13,0.36,9.2,5
6.8,0.36,0.24,4.6,39.0,24.0,124.0,0.9909,3.27,0.34,12.6,7
9.2,0.18,0.49,1.5,41.0,39.0,130.0,0.9945,3.04,0.49,9.8,7
8.1,0.2,0.49,8.1,51.0,51.0,205.0,0.9954,3.1,0.52,11.0,6
6.8,0.21,0.49,14.5,0.06,50.0,170.0,0.9991,3.55,0.44,9.8,6
8.0,0.18,0.49,1.8,61.0,10.0,145.0,0.9942,3.23,0.48,10.0,5
7.3,0.22,0.49,9.4,34.0,29.0,134.0,0.9939,2.99,0.32,11.0,7
7.3,0.22,0.49,9.9,31.0,48.0,161.0,0.9937,3.01,0.28,11.2,6
7.3,155.0,0.49,1.3,39.0,34.0,136.0,0.9926,3.14,0.77,10.5,6
8.2,0.22,0.49,9.6,37.0,53.0,154.0,0.9951,3.02,0.33,10.6,6
8.2,0.24,0.49,9.3,38.0,52.0,163.0,0.9952,3.02,0.33,10.6,6
8.4,0.23,0.49,7.8,35.0,22.0,95.0,0.9935,3.04,0.34,12.0,6
8.3,0.2,0.49,1.7,0.04,34.0,169.0,0.9938,3.05,0.37,10.1,5
8.3,0.2,0.49,1.7,38.0,38.0,167.0,0.9939,3.05,0.37,10.1,6
6.6,0.3,0.24,1.2,34.0,17.0,121.0,0.9933,3.13,0.36,9.2,5
6.9,0.21,0.49,1.4,41.0,15.0,164.0,0.9927,3.25,0.63,11.0,5
6.6,0.21,0.49,18.15,42.0,41.0,158.0,0.9997,3.28,0.39,8.7,6
7.9,0.28,0.49,7.7,45.0,48.0,195.0,0.9954,3.04,0.55,11.0,6
6.6,0.21,0.49,18.15,42.0,41.0,158.0,0.9997,3.28,0.39,8.7,6
8.1,0.3,0.49,8.1,37.0,26.0,174.0,0.9943,3.1,0.3,11.2,7
7.5,0.23,0.49,7.7,49.0,61.0,209.0,0.9941,3.14,0.3,11.1,7
7.3,0.26,0.49,5.0,28.0,32.0,107.0,0.9936,3.24,0.54,10.8,6
8.5,0.15,0.49,1.5,31.0,17.0,122.0,0.9932,3.03,0.4,10.3,6
8.9,0.13,0.49,1.0,28.0,6.0,24.0,0.9926,2.91,0.32,9.9,5
8.1,0.28,0.49,1.0,0.04,32.0,148.0,0.9936,3.13,0.41,10.0,6
7.3,0.26,0.49,5.0,28.0,32.0,107.0,0.9936,3.24,0.54,10.8,6
7.2,0.16,0.49,1.3,37.0,27.0,104.0,0.9924,3.23,0.57,10.6,6
7.3,0.14,0.49,1.1,38.0,28.0,99.0,0.9928,3.2,0.72,10.6,6
8.9,0.13,0.49,1.0,28.0,6.0,24.0,0.9926,2.91,0.32,9.9,5
7.9,0.12,0.49,5.2,49.0,33.0,152.0,0.9952,3.18,0.47,10.6,6
6.7,0.29,0.49,4.7,34.0,35.0,156.0,0.9945,3.13,0.45,9.9,6
6.7,0.3,0.49,4.8,34.0,36.0,158.0,0.9945,3.12,0.45,9.9,6
7.1,0.36,0.24,1.8,25.0,32.0,102.0,0.9903,3.34,0.59,12.8,6
8.5,0.15,0.49,1.5,31.0,17.0,122.0,0.9932,3.03,0.4,10.3,6
7.9,0.18,0.49,5.2,51.0,36.0,157.0,0.9953,3.18,0.48,10.6,6
7.3,0.21,0.49,1.8,38.0,44.0,152.0,0.9912,3.32,0.44,12.6,7
6.9,0.3,0.49,7.6,57.0,25.0,156.0,0.9962,3.43,0.63,11.0,7
7.9,0.42,0.49,8.2,56.0,32.0,164.0,0.9965,3.29,0.6,11.2,7
6.9,0.24,0.49,1.3,32.0,35.0,148.0,0.9932,3.45,0.57,10.7,7
7.6,0.23,0.49,10.0,36.0,45.0,182.0,0.9967,3.08,0.58,9.6,6
7.9,0.18,0.49,5.2,51.0,36.0,157.0,0.9953,3.18,0.48,10.6,6
6.2,0.43,0.49,6.4,45.0,12.0,115.0,0.9963,3.27,0.57,9.0,4
9.1,0.28,0.49,2.0,59.0,10.0,112.0,0.9958,3.15,0.46,10.1,5
7.1,0.34,0.49,1.5,27.0,26.0,126.0,0.99,3.3,0.33,12.2,7
9.1,0.28,0.49,2.0,59.0,10.0,112.0,0.9958,3.15,0.46,10.1,5
8.5,0.19,0.49,3.5,44.0,29.0,117.0,0.9938,3.14,0.51,10.1,6
7.6,0.18,0.49,18.05,46.0,36.0,158.0,0.9996,3.06,0.41,9.2,5
7.5,0.19,0.49,1.8,55.0,19.0,110.0,0.9946,3.33,0.44,9.9,5
7.4,0.3,0.49,8.2,55.0,49.0,188.0,0.9974,3.52,0.58,9.7,6
7.4,0.3,0.49,8.2,55.0,49.0,188.0,0.9974,3.52,0.58,9.7,6
6.9,0.22,0.49,7.0,63.0,50.0,168.0,0.9957,3.54,0.5,10.3,6
7.8,0.26,0.49,3.1,45.0,21.0,116.0,0.9931,3.16,0.35,10.3,5
8.5,0.17,0.49,8.8,48.0,23.0,108.0,0.9947,2.88,0.34,10.5,4
6.2,0.27,0.49,1.4,0.05,20.0,74.0,0.9931,3.32,0.44,9.8,6
7.1,0.64,0.49,1.8,0.05,17.0,128.0,0.9946,3.31,0.58,10.6,4
7.6,0.31,0.49,13.4,62.0,50.0,191.0,0.9989,3.22,0.53,9.0,4
9.0,0.3,0.49,7.2,39.0,32.0,84.0,0.9938,2.94,0.32,11.5,6
8.4,0.24,0.49,7.4,39.0,46.0,108.0,0.9934,3.03,0.33,11.9,7
9.3,0.31,0.49,1.3,42.0,34.0,147.0,0.9948,3.11,0.46,9.8,5
6.4,0.12,0.49,6.4,42.0,49.0,161.0,0.9945,3.34,0.44,10.4,6
8.6,0.16,0.49,7.3,43.0,9.0,63.0,0.9953,3.13,0.59,10.5,6
7.0,0.29,0.49,3.8,47.0,37.0,136.0,0.9938,2.95,0.4,9.4,6
6.4,0.27,0.49,7.3,46.0,53.0,206.0,0.9956,3.24,0.43,9.2,6
6.6,0.55,0.01,2.7,34.0,56.0,122.0,0.9906,3.15,0.3,11.9,5
6.4,0.27,0.49,7.3,46.0,53.0,206.0,0.9956,3.24,0.43,9.2,6
7.0,0.29,0.49,3.8,47.0,37.0,136.0,0.9938,2.95,0.4,9.4,6
5.6,0.39,0.24,4.7,34.0,27.0,77.0,0.9906,3.28,0.36,12.7,5
5.6,0.41,0.24,1.9,34.0,10.0,53.0,0.98815,3.32,0.5,13.5,7
6.7,0.41,0.01,2.8,48.0,39.0,137.0,0.9942,3.24,0.35,9.5,5
7.1,0.26,0.49,2.2,32.0,31.0,113.0,0.9903,3.37,0.42,12.9,9
7.5,0.32,0.49,1.7,31.0,44.0,109.0,0.9906,3.07,0.46,12.5,6
5.8,0.19,0.49,4.9,0.04,44.0,118.0,0.9935,3.34,0.38,9.5,7
8.1,0.2,0.49,11.8,48.0,46.0,212.0,0.9968,3.09,0.46,10.0,7
7.5,0.32,0.49,1.7,31.0,44.0,109.0,0.9906,3.07,0.46,12.5,6
8.2,0.26,0.49,5.2,0.04,19.0,100.0,0.9941,3.12,0.34,10.1,6
7.8,0.26,0.49,3.2,27.0,28.0,87.0,0.9919,3.03,0.32,11.3,7
8.0,0.14,0.49,1.5,35.0,42.0,120.0,0.9928,3.26,0.4,10.6,7
8.0,0.29,0.49,11.7,35.0,40.0,131.0,0.9958,3.14,0.34,10.8,5
7.5,0.19,0.49,1.6,47.0,42.0,140.0,0.9932,3.4,0.47,10.7,6
6.9,0.34,0.49,7.3,45.0,61.0,206.0,0.9957,3.09,0.4,9.0,6
6.2,0.2,0.49,1.6,65.0,17.0,143.0,0.9937,3.22,0.52,9.2,6
6.4,0.37,0.49,13.3,45.0,53.0,243.0,0.9982,3.14,0.48,8.5,6
6.2,0.22,0.49,6.0,29.0,31.0,128.0,0.9928,3.41,0.36,11.3,8
7.8,0.26,0.49,3.2,27.0,28.0,87.0,0.9919,3.03,0.32,11.3,7
8.9,0.32,0.49,1.6,0.05,17.0,131.0,0.9956,3.13,0.34,9.4,5
6.5,0.44,0.49,7.7,45.0,16.0,169.0,0.9957,3.11,0.37,8.7,6
7.0,0.14,0.49,5.9,53.0,22.0,118.0,0.9954,3.36,0.36,9.4,6
6.4,0.26,0.49,6.4,37.0,37.0,161.0,0.9954,3.38,0.53,9.7,6
9.0,0.22,0.49,10.4,48.0,52.0,195.0,0.9987,3.31,0.44,10.2,6
8.9,0.32,0.49,1.6,0.05,17.0,131.0,0.9956,3.13,0.34,9.4,5
8.2,0.2,0.49,3.5,57.0,14.0,108.0,0.9928,3.19,0.35,11.5,6
7.8,0.15,0.24,7.7,47.0,21.0,98.0,0.9951,2.94,0.31,9.6,6
8.2,0.2,0.49,3.5,57.0,14.0,108.0,0.9928,3.19,0.35,11.5,6
7.1,0.28,0.49,6.5,41.0,28.0,111.0,0.9926,3.41,0.58,12.2,8
7.4,0.19,0.49,6.7,37.0,15.0,110.0,0.9938,3.2,0.38,11.0,7
8.3,0.25,0.49,16.8,48.0,50.0,228.0,1.0001,3.03,0.52,9.2,6
7.8,0.49,0.49,7.0,43.0,29.0,149.0,0.9952,3.21,0.33,10.0,5
8.1,0.12,0.49,1.2,42.0,43.0,160.0,0.9934,3.13,0.48,9.7,6
7.8,0.49,0.49,7.0,43.0,29.0,149.0,0.9952,3.21,0.33,10.0,5
6.4,0.22,0.49,7.5,54.0,42.0,151.0,0.9948,3.27,0.52,10.1,6
7.3,0.19,0.49,15.55,58.0,50.0,134.0,0.9998,3.42,0.36,9.1,7
8.1,0.3,0.49,12.3,49.0,50.0,144.0,0.9971,3.09,0.57,10.2,7
7.3,0.19,0.49,15.55,58.0,50.0,134.0,0.9998,3.42,0.36,9.1,7
7.5,0.24,0.49,9.4,48.0,50.0,149.0,0.9962,3.17,0.59,10.5,7
6.4,0.22,0.49,7.5,54.0,42.0,151.0,0.9948,3.27,0.52,10.1,6
7.8,0.21,0.49,1.2,36.0,20.0,99.0,0.99,3.05,0.28,12.1,7
7.1,0.3,0.49,1.6,45.0,31.0,100.0,0.9942,3.4,0.59,10.2,5
7.6,0.31,0.49,3.95,44.0,27.0,131.0,0.9912,3.08,0.67,12.8,7
8.2,0.29,0.49,1.0,44.0,29.0,118.0,0.9928,3.24,0.36,10.9,4
6.6,0.46,0.49,7.4,52.0,19.0,184.0,0.9956,3.11,0.38,9.0,5
7.8,0.28,0.49,1.3,46.0,27.0,142.0,0.9936,3.09,0.59,10.2,5
5.8,0.15,0.49,1.1,48.0,21.0,98.0,0.9929,3.19,0.48,9.2,5
7.8,0.4,0.49,7.8,0.06,34.0,162.0,0.9966,3.26,0.58,11.3,6
6.6,0.31,0.49,7.7,0.05,52.0,220.0,0.9964,3.12,0.45,8.8,5
6.6,0.27,0.49,7.8,49.0,62.0,217.0,0.9959,3.17,0.45,9.4,6
6.7,0.26,0.49,8.3,47.0,54.0,191.0,0.9954,3.23,0.4,10.3,6
6.7,0.21,0.49,1.4,47.0,30.0,114.0,0.9914,2.92,0.42,10.8,7
8.1,0.28,0.46,15.4,59.0,32.0,177.0,1.0004,3.27,0.58,9.0,4
6.5,0.13,0.37,1.0,36.0,48.0,114.0,0.9911,3.41,0.51,11.5,8
8.8,0.39,0.34,5.9,55.0,33.0,128.0,0.9927,2.95,0.51,11.8,6
7.9,0.18,0.33,1.2,33.0,20.0,72.0,0.9922,3.12,0.38,10.5,7
7.1,0.31,0.38,1.2,36.0,10.0,124.0,0.9924,3.14,0.44,9.9,6
7.8,0.24,0.18,6.7,46.0,33.0,160.0,0.9963,3.2,0.56,9.8,6
7.0,0.35,0.3,6.5,28.0,27.0,87.0,0.9936,3.4,0.42,11.4,7
6.8,0.22,0.29,8.9,46.0,82.0,188.0,0.9955,3.3,0.44,10.3,6
6.2,0.27,0.32,8.8,47.0,65.0,224.0,0.9961,3.17,0.47,8.9,5
7.0,0.35,0.3,6.5,28.0,27.0,87.0,0.9936,3.4,0.42,11.4,7
6.2,0.3,0.2,6.6,45.0,42.0,170.0,0.9944,3.36,0.45,10.4,6
6.4,0.35,0.2,5.7,34.0,18.0,117.0,0.9944,3.33,0.43,10.1,5
7.6,0.32,0.34,18.35,54.0,44.0,197.0,1.0008,3.22,0.55,9.0,5
7.2,0.25,0.28,14.4,55.0,55.0,205.0,0.9986,3.12,0.38,9.0,7
7.2,0.25,0.28,14.4,55.0,55.0,205.0,0.9986,3.12,0.38,9.0,7
7.3,0.26,0.33,17.85,49.0,41.5,195.0,1.0,3.06,0.44,9.1,7
7.2,0.25,0.28,14.4,55.0,55.0,205.0,0.9986,3.12,0.38,9.0,7
7.4,0.26,0.37,9.4,47.0,42.0,147.0,0.9982,3.46,0.72,10.0,5
7.3,0.26,0.33,17.85,49.0,41.5,195.0,1.0,3.06,0.44,9.1,7
7.1,0.16,0.25,1.3,34.0,28.0,123.0,0.9915,3.27,0.55,11.4,6
9.0,0.43,0.3,1.5,0.05,7.0,175.0,0.9951,3.11,0.45,9.7,4
7.2,0.25,0.28,14.4,55.0,55.0,205.0,0.9986,3.12,0.38,9.0,7
7.0,0.24,0.3,4.2,0.04,41.0,213.0,0.9927,3.28,0.49,11.8,6
7.7,0.12,0.32,1.4,0.06,47.0,150.0,0.9952,3.37,0.42,9.2,6
7.2,0.21,0.33,3.0,36.0,35.0,132.0,0.9928,3.25,0.4,11.0,6
8.5,0.32,0.36,14.9,41.0,47.0,190.0,0.9982,3.08,0.31,10.0,6
6.9,0.18,0.3,2.0,38.0,39.0,190.0,0.9914,3.32,0.37,12.2,6
7.0,0.24,0.3,4.2,0.04,41.0,213.0,0.9927,3.28,0.49,11.8,6
6.3,0.26,0.29,2.2,43.0,35.0,175.0,0.9918,3.38,0.43,11.6,6
6.7,0.26,0.3,1.8,43.0,25.0,121.0,0.9944,3.44,0.61,10.2,6
7.9,0.29,0.36,11.1,33.0,43.0,208.0,0.9969,3.14,0.46,10.3,5
6.5,0.27,0.19,4.2,46.0,6.0,114.0,0.9955,3.25,0.35,8.6,4
6.7,0.33,0.42,6.4,58.0,27.0,151.0,0.9954,3.16,0.44,9.6,5
6.7,0.31,0.42,6.4,57.0,25.0,148.0,0.9955,3.16,0.45,9.6,5
6.6,0.25,0.31,1.5,35.0,32.0,127.0,0.9921,3.41,0.47,11.3,6
6.4,0.24,0.22,1.5,38.0,38.0,157.0,0.9934,3.41,0.55,9.9,6
6.8,0.26,0.29,16.95,56.0,48.0,179.0,0.9998,3.45,0.4,9.6,5
7.0,0.61,0.26,1.7,51.0,25.0,161.0,0.9946,3.36,0.6,10.6,4
6.8,0.22,0.3,13.6,55.0,50.0,180.0,0.9984,3.44,0.39,9.8,5
8.1,0.31,0.24,1.6,32.0,10.0,67.0,0.9924,3.08,0.47,10.5,5
7.0,0.2,0.3,6.1,37.0,31.0,120.0,0.9939,3.24,0.51,10.8,5
6.6,0.34,0.27,6.2,59.0,23.0,136.0,0.9957,3.3,0.49,10.1,6
6.5,0.18,0.34,1.6,0.04,43.0,148.0,0.9912,3.32,0.59,11.5,8
7.0,0.21,0.31,6.0,46.0,29.0,108.0,0.9939,3.26,0.5,10.8,6
6.8,0.27,0.32,1.5,44.0,19.0,142.0,0.9921,3.1,0.43,9.9,6
9.3,0.2,0.33,1.7,0.05,28.0,178.0,0.9954,3.16,0.43,9.0,4
5.8,0.23,0.27,1.8,43.0,24.0,69.0,0.9933,3.38,0.31,9.4,6
7.6,0.2,0.39,2.6,44.0,30.0,180.0,0.9941,3.46,0.44,10.8,7
6.5,0.18,0.34,1.6,0.04,43.0,148.0,0.9912,3.32,0.59,11.5,8
7.0,0.13,0.3,5.0,56.0,31.0,122.0,0.9945,3.47,0.42,10.5,6
6.9,0.17,0.22,4.6,64.0,55.0,152.0,0.9952,3.29,0.37,9.3,6
7.0,0.3,0.32,6.4,34.0,28.0,97.0,0.9924,3.23,0.44,11.8,6
7.5,0.22,0.33,6.7,36.0,45.0,138.0,0.9939,3.2,0.68,11.4,6
9.2,0.23,0.3,1.1,31.0,40.0,99.0,0.9929,2.94,0.3,10.4,6
8.7,0.34,0.46,13.8,55.0,68.0,198.0,0.9988,3.36,0.37,9.5,6
8.1,0.3,0.31,1.1,41.0,49.0,123.0,0.9914,2.99,0.45,11.1,6
6.9,0.16,0.3,9.6,57.0,50.0,185.0,0.9978,3.39,0.38,9.6,6
8.0,0.32,0.36,4.6,42.0,56.0,178.0,0.9928,3.29,0.47,12.0,6
6.1,0.22,0.23,3.1,52.0,15.0,104.0,0.9948,3.14,0.42,8.7,5
6.9,0.16,0.3,9.6,57.0,50.0,185.0,0.9978,3.39,0.38,9.6,6
7.5,0.15,0.38,1.8,54.0,19.0,101.0,0.9946,3.24,0.44,10.0,5
8.4,0.29,0.29,1.05,32.0,4.0,55.0,0.9908,2.91,0.32,11.4,4
6.6,0.37,0.47,6.5,61.0,23.0,150.0,0.9954,3.14,0.45,9.6,6
7.7,0.38,0.4,2.0,38.0,28.0,152.0,0.9906,3.18,0.32,12.9,6
6.3,0.25,0.23,14.9,39.0,47.0,142.0,0.99705,3.14,0.35,9.7,6
8.3,0.3,0.36,10.0,42.0,33.0,169.0,0.9982,3.23,0.51,9.3,6
6.1,0.34,0.31,12.0,53.0,46.0,238.0,0.9977,3.16,0.48,8.6,5
8.3,0.3,0.36,10.0,42.0,33.0,169.0,0.9982,3.23,0.51,9.3,6
8.0,0.27,0.24,1.2,44.0,20.0,102.0,0.9929,3.28,0.42,10.9,5
6.1,0.17,0.27,1.5,56.0,45.0,135.0,0.9924,3.2,0.43,10.2,6
7.4,0.18,0.3,10.4,45.0,44.0,174.0,0.9966,3.11,0.57,9.7,6
6.7,0.16,0.28,2.5,46.0,40.0,153.0,0.9921,3.38,0.51,11.4,7
7.4,0.23,0.25,1.4,49.0,43.0,141.0,0.9934,3.42,0.54,10.2,7
6.4,0.16,0.28,2.2,42.0,33.0,93.0,0.9914,3.31,0.43,11.1,6
6.3,0.25,0.23,14.9,39.0,47.0,142.0,0.99705,3.14,0.35,9.7,6
6.7,0.27,0.25,8.0,53.0,54.0,202.0,0.9961,3.22,0.43,9.3,5
6.9,0.29,0.23,8.6,56.0,56.0,215.0,0.9967,3.17,0.44,8.8,5
6.6,0.62,0.2,8.7,46.0,81.0,224.0,0.99605,3.17,0.44,9.3,5
6.4,0.28,0.19,5.4,42.0,67.0,181.0,0.99435,3.31,0.35,10.2,6
8.0,0.3,0.28,5.7,44.0,31.0,124.0,0.9948,3.16,0.51,10.2,6
6.4,0.17,0.27,1.5,37.0,20.0,98.0,0.9916,3.46,0.42,11.0,7
6.7,0.27,0.25,8.0,53.0,54.0,202.0,0.9961,3.22,0.43,9.3,5
6.9,0.29,0.23,8.6,56.0,56.0,215.0,0.9967,3.17,0.44,8.8,5
6.6,0.32,0.26,7.7,54.0,56.0,209.0,0.9961,3.17,0.45,8.8,5
7.4,0.32,0.22,1.7,51.0,50.0,179.0,0.9955,3.28,0.69,8.9,5
6.6,0.37,0.07,1.4,48.0,58.0,144.0,0.9922,3.17,0.38,10.0,5
7.7,0.43,0.28,4.5,46.0,33.0,102.0,0.9918,3.16,0.56,12.2,7
7.8,0.39,0.26,9.9,59.0,33.0,181.0,0.9955,3.04,0.42,10.9,6
6.5,0.18,0.26,1.4,41.0,40.0,141.0,0.9941,3.34,0.72,9.5,6
7.8,0.4,0.26,9.5,59.0,32.0,178.0,0.9955,3.04,0.43,10.9,6
7.8,0.39,0.26,9.9,59.0,33.0,181.0,0.9955,3.04,0.42,10.9,6
6.9,0.19,0.28,3.0,54.0,33.0,99.0,0.9924,3.16,0.4,10.8,6
6.5,0.18,0.26,1.4,41.0,40.0,141.0,0.9941,3.34,0.72,9.5,6
6.4,0.15,0.36,1.8,34.0,43.0,150.0,0.9922,3.42,0.69,11.0,8
6.4,0.15,0.36,1.8,34.0,43.0,150.0,0.9922,3.42,0.69,11.0,8
8.4,0.17,0.31,5.4,52.0,47.0,150.0,0.9953,3.24,0.38,9.8,5
6.1,0.32,0.37,1.8,51.0,13.0,200.0,0.9945,3.49,0.44,10.5,4
8.5,0.21,0.26,9.25,34.0,73.0,142.0,0.9945,3.05,0.37,11.4,6
8.7,0.45,0.4,1.5,67.0,17.0,100.0,0.9957,3.27,0.57,10.1,6
6.7,0.24,0.29,6.8,38.0,54.0,127.0,0.9932,3.33,0.46,11.6,7
8.5,0.21,0.26,9.25,34.0,73.0,142.0,0.9945,3.05,0.37,11.4,6
7.4,0.33,0.26,2.6,0.04,29.0,115.0,0.9913,3.07,0.52,11.8,7
7.2,0.26,0.3,2.1,33.0,50.0,158.0,0.9909,3.33,0.43,12.1,7
8.2,0.36,0.29,7.6,35.0,37.0,122.0,0.9939,3.16,0.34,12.0,5
6.4,0.33,0.24,1.6,54.0,25.0,117.0,0.9943,3.36,0.5,9.3,5
7.4,0.35,0.31,17.95,62.0,42.0,187.0,1.0002,3.27,0.64,9.1,5
6.6,0.37,0.24,2.0,64.0,23.0,120.0,0.9946,3.32,0.54,9.4,5
6.7,0.37,0.41,6.3,61.0,22.0,149.0,0.9953,3.16,0.47,9.6,6
7.1,0.37,0.32,1.4,37.0,27.0,126.0,0.9918,3.19,0.62,12.0,5
6.9,0.25,0.27,9.05,39.0,37.0,128.0,0.9936,3.27,0.34,11.3,8
6.8,0.23,0.29,15.4,73.0,56.0,173.0,0.9984,3.06,0.41,8.7,6
6.4,0.26,0.21,7.1,0.04,35.0,162.0,0.9956,3.39,0.58,9.9,6
7.6,0.3,0.22,10.2,49.0,57.0,191.0,0.9966,3.08,0.4,9.3,6
6.8,0.23,0.29,15.4,73.0,56.0,173.0,0.9984,3.06,0.41,8.7,6
6.4,0.26,0.21,7.1,0.04,35.0,162.0,0.9956,3.39,0.58,9.9,6
7.6,0.3,0.22,10.2,49.0,57.0,191.0,0.9966,3.08,0.4,9.3,6
7.5,0.33,0.39,12.4,65.0,29.0,119.0,0.9974,3.16,0.39,9.4,5
7.6,0.38,0.2,3.4,46.0,9.0,116.0,0.9944,3.15,0.41,9.4,5
8.8,0.2,0.43,15.0,53.0,60.0,184.0,1.0008,3.28,0.79,8.8,6
7.5,0.33,0.39,12.4,65.0,29.0,119.0,0.9974,3.16,0.39,9.4,5
8.8,0.2,0.43,15.0,53.0,60.0,184.0,1.0008,3.28,0.79,8.8,6
6.6,0.36,0.21,1.5,49.0,39.0,184.0,0.9928,3.18,0.41,9.9,6
7.6,0.38,0.2,3.4,46.0,9.0,116.0,0.9944,3.15,0.41,9.4,5
5.6,0.46,0.24,4.8,42.0,24.0,72.0,0.9908,3.29,0.37,12.6,6
7.2,0.15,0.38,1.2,38.0,18.0,110.0,0.9917,3.19,0.43,11.1,6
8.2,0.42,0.29,4.1,0.03,31.0,100.0,0.9911,3.0,0.32,12.8,7
6.8,0.3,0.35,2.8,38.0,10.0,164.0,0.9912,3.09,0.53,12.0,6
6.7,0.27,0.3,13.9,29.0,34.0,131.0,0.9953,3.36,0.5,12.0,7
7.2,0.5,0.0,0.8,34.0,46.0,114.0,0.9932,3.19,0.34,9.2,4
6.0,0.26,0.29,1.0,32.0,27.0,96.0,0.9896,3.38,0.44,12.3,6
6.8,0.33,0.28,1.2,32.0,38.0,131.0,0.9889,3.19,0.41,13.0,6
6.8,0.3,0.35,2.8,38.0,10.0,164.0,0.9912,3.09,0.53,12.0,6
7.4,0.29,0.31,1.7,35.0,23.0,110.0,0.9926,3.07,0.38,10.9,5
8.2,0.42,0.29,4.1,0.03,31.0,100.0,0.9911,3.0,0.32,12.8,7
